date,ships_anchored,brent_price,bpi,ship_cap,corn_price,gscpi,Gulf,PNW,trade_vol,ships_waiting,wheat_price,bpi_volatility,brent_price_trend,brent_price_seasonal,bpi_trend,bpi_seasonal
2023-12-25,7.0,80.47,1913.6666666666667,1900968.0,472.0,0.1732920347054274,60.75,31.75,102.385957917524,7.0,615.375,5.441928149738064,84.19890705128205,-2.4984992200040272,1650.7560897435897,-20.473897882766245
2024-01-01,31.0,79.23333333333333,1872.0,1773286.0,475.5625,-0.1567823947028078,60.75,31.75,101.884431357735,31.0,629.6875,21.108844907604116,84.43054166666667,-2.549676454931264,1663.9003205128204,-55.87030813917652
2024-01-08,38.0,76.598,1668.0,1997248.0,462.25,-0.1567823947028078,60.75,31.75,101.884431357735,38.0,607.8333333333334,77.74422806185137,84.6601185897436,-2.9717086794634855,1675.7676282051282,-135.400393609262
2024-01-15,12.0,79.258,1425.6,1954271.0,455.875,-0.1567823947028078,60.75,31.75,101.884431357735,12.0,605.125,51.11376755744225,84.83084935897438,-2.6525579518127604,1686.7753205128204,-263.27641412208254
2024-01-22,10.0,80.49600000000001,1535.4,2075223.0,444.2,-0.1567823947028078,57.75,30.5,101.884431357735,10.0,587.95,43.67856400839846,84.94529166666668,-2.1827159559707643,1699.2407051282053,-358.7427867716551
2024-01-29,10.0,82.77000000000001,1674.2,2103289.0,447.4,-0.1567823947028078,57.75,30.5,101.884431357735,10.0,602.4783325,35.96716968587022,84.97369551282051,-1.7483313405861471,1714.3695512820514,-378.95663292550137
2024-02-05,18.0,81.632,1470.8,2168560.0,445.75,-0.3444157522970615,59.0,31.5,103.54716238358,18.0,598.45,65.05751483630694,84.89319551282053,-1.4565132532680605,1728.286858974359,-365.26851326738165
2024-02-12,20.0,82.422,1500.8,2127011.0,433.15,-0.3444157522970615,58.5,31.5,103.54716238358,20.0,595.95,28.104591639727182,84.75508012820514,-0.20979028029508723,1737.5599358974362,-300.4542611306295
2024-02-19,20.0,84.772,1647.6,2113450.0,422.3125,-0.3444157522970615,58.25,31.0,103.54716238358,20.0,577.3125,38.931862438704464,84.64492628205129,0.2637850835302783,1741.367628205128,-196.45274403661242
2024-02-26,17.0,84.71600000000001,1610.2,2119635.0,408.5,-0.3444157522970615,58.75,31.0,103.54716238358,17.0,576.05,34.24258444143179,84.56092147435899,0.24995902670421807,1741.8171474358974,-93.2860346349031
2024-03-04,17.0,84.77,1721.8,2087559.0,422.25,-0.1835530751564498,60.0,32.0,102.237523253691,17.0,571.4,49.89968322932956,84.43347435897437,0.35289769614288685,1740.2185897435897,8.247341433473062
2024-03-11,23.0,85.00399999999999,1873.2,1958914.0,422.4,-0.1835530751564498,59.25,32.0,102.237523253691,23.0,537.15,34.8041639231101,84.18964743589744,0.07809710709229832,1736.9070512820515,38.618281604413234
2024-03-18,16.0,85.126,2202.8,1975054.0,430.15,-0.1835530751564498,60.25,33.0,102.237523253691,16.0,531.3533325,99.93150585590222,83.80801282051281,-0.3210406267954343,1732.7839743589745,14.475551396079885
2024-03-25,10.0,85.82000000000001,2156.8,2034994.0,439.25,-0.1835530751564498,61.25,33.5,102.237523253691,10.0,550.8,53.55093535417309,83.40862820512821,0.2655589920541854,1728.751282051282,9.805639537105554
2024-04-01,14.0,85.67333333333333,1910.0,1975012.0,435.8,-0.3422912679862616,63.0,33.75,103.440742885485,14.0,553.95,102.54084336393203,83.01632051282053,0.24932943557462625,1725.0628205128205,-9.256339629561134
2024-04-08,9.0,90.618,1736.6,2018917.0,432.65,-0.3422912679862616,62.25,33.0,103.440742885485,9.0,559.7916666666666,66.24555695722825,82.68833974358974,0.6959545221997129,1720.9301282051283,-23.801451809048423
2024-04-15,15.0,91.83,1678.0,1896735.0,432.25,-0.3422912679862616,61.25,32.75,103.440742885485,15.0,555.15,36.28763227509216,82.4545512820513,1.0454422214374128,1717.3666666666668,-4.103495078279055
2024-04-22,13.0,88.886,1855.8,2023429.0,432.25,-0.3422912679862616,59.75,31.25,103.440742885485,13.0,558.8,52.56324574466646,82.15830128205128,0.8139488049439975,1712.9185897435898,58.388131524285015
2024-04-29,20.0,88.76,1891.2,1996297.0,444.2,-0.3422912679862616,61.75,33.25,103.440742885485,20.0,615.1666666666666,16.450663607382335,81.82847435897435,0.4385870585822512,1706.1907051282053,49.036488896079774
2024-05-06,17.0,85.0475,1859.75,2071434.0,457.3,-0.9405278190925106,62.0,33.25,103.226369465926,17.0,612.3,16.062624110969168,81.54468589743588,0.6108672041123969,1699.9762820512824,72.44726613966954
2024-05-13,4.0,82.994,2003.4,1938766.0,451.25,-0.9405278190925106,62.0,33.25,103.226369465926,4.0,638.9,43.014542265601484,81.33224358974357,0.9990123444450368,1694.1166666666668,97.64798729351578
2024-05-20,11.0,81.356,1872.8,1910729.0,457.25,-0.9405278190925106,63.5,34.0,103.226369465926,11.0,665.2,52.734390378474075,81.1762628205128,0.9698277030728966,1684.56858974359,46.31573569095162
2024-05-27,21.0,79.8225,1827.25,1854989.0,462.0,-0.9405278190925106,62.0,33.0,103.226369465926,21.0,696.4375,9.32789341558004,81.03699358974357,1.2565268974595911,1669.2551282051284,-44.56403193725346
2024-06-03,25.0,80.024,1731.0,2122399.0,451.25,-0.5681010437486806,61.5,33.0,103.959960485395,25.0,682.1883341666667,35.18711753591013,80.91370512820512,1.4927518194970102,1647.8262820512819,-50.86787809109957
2024-06-10,26.0,77.214,1726.2,2083502.0,446.85,-0.5681010437486806,60.0,32.25,103.959960485395,26.0,634.3333333333334,22.561733019043697,80.83560897435898,1.392141112636304,1625.0301282051284,-45.731159341099676
2024-06-17,20.0,81.21000000000001,1900.2,1927043.0,452.45,-0.5681010437486806,59.5,32.0,103.959960485395,20.0,627.4800008333333,51.02951622154527,80.80285897435895,1.627646440079133,1605.9570512820515,-17.48720902058676
2024-06-24,18.0,85.904,1871.8,2031859.0,445.125,-0.5681010437486806,60.0,32.5,103.959960485395,18.0,582.9375,37.8845614433164,80.71466666666667,2.068875779995975,1588.2679487179487,-21.808863668022646
2024-07-01,15.0,86.67999999999999,1683.8,2079905.0,418.85,-0.3399935292546055,60.25,32.5,103.42579037985,15.0,572.85,42.921151897596765,80.59439102564102,2.034270617140812,1570.667307692308,51.29450171659271
2024-07-08,13.0,88.136,1578.4,1812318.0,404.3125,-0.3399935292546055,60.25,32.0,103.42579037985,13.0,560.3125,31.417380034370943,80.53845673076923,2.257441051998745,1556.0679487179489,112.56140876787477
2024-07-15,11.0,86.65799999999999,1626.6,2080500.0,399.25,-0.3399935292546055,60.0,31.75,103.42579037985,11.0,544.5,40.82409072690159,80.53404807692307,2.233228084223277,1545.8166666666668,97.19838793454149
2024-07-22,14.0,85.45,1713.2,2088718.0,409.05,-0.3399935292546055,59.0,31.5,103.42579037985,14.0,539.2,11.388753580530812,80.55383653846155,2.0768102048054016,1535.5282051282052,11.153315819156886
2024-07-29,14.0,82.01599999999999,1772.4,2130985.0,415.65,-0.3399935292546055,60.0,31.75,103.42579037985,14.0,536.4,21.371585111943105,80.53812500000001,1.5043798513750424,1521.0897435897439,-55.41182841161245
2024-08-05,17.0,79.576,1725.2,2136667.0,402.7,-0.0426190613653564,60.0,31.75,105.213019573848,17.0,532.35,23.572538771794797,80.4597403846154,1.3463330738282664,1506.1378205128208,-13.351371680843146
2024-08-12,16.0,79.954,1626.4,1831205.0,399.9,-0.0426190613653564,60.5,31.75,105.213019573848,16.0,558.45,27.243455944903822,80.34920192307695,1.6050399345351247,1494.6358974358975,47.84454178069529
2024-08-19,20.0,82.08000000000001,1554.6,1984356.0,397.55,-0.0426190613653564,60.0,31.25,105.213019573848,20.0,552.6,13.450782214282288,80.19614423076924,1.2457597890049799,1483.451282051282,71.82867639607994
2024-08-26,13.0,79.19,1466.5,2072215.0,393.45,-0.0426190613653564,59.5,31.0,105.213019573848,13.0,536.5416666666666,33.71469341155407,80.026375,1.2859183129135043,1472.4762820512822,79.43071966531072
2024-09-02,16.0,80.224,1336.6,2047011.0,395.125,0.2093811137366278,57.25,30.5,104.369665575773,16.0,544.3125,33.933388566477134,79.83658653846155,1.2226459636411542,1461.824358974359,26.652835049926068
2024-09-09,16.0,74.15799999999999,1298.0,1858143.0,404.65,0.2093811137366278,56.0,30.0,104.369665575773,16.0,563.45,6.673423858248249,79.60241346153846,0.6669947162399088,1447.4666666666665,8.67218601146448
2024-09-16,17.0,72.42,1389.0,2154565.0,389.55,0.2093811137366278,56.0,30.0,104.369665575773,17.0,567.05,34.02485400648916,79.34431730769231,0.3248990821442746,1430.0339743589743,60.51245043454132
2024-09-23,13.0,75.18199999999999,1517.2,2090283.0,409.25,0.2093811137366278,54.75,29.5,104.369665575773,13.0,572.9800008333333,30.08983776416494,79.08837500000001,0.33871509046028203,1413.4657051282052,103.71952174864397
